chr	start	stop	q-value	mean methylation difference	#CpGs	p (MWU)	p (2D KS)	mean g1	mean g2
chr5	5033650	5034285	0.0039841	-0.33826	8	4.1188e-09	8.912e-06	0.48824	0.8265
chr5	5303182	5303452	0.0067955	-0.24766	5	1.0141e-05	3.87e-05	0.63465	0.88231
chr5	6411173	6411844	0.0039841	-0.233947	7	1.2644e-06	1.1167e-05	0.65911	0.89305
chr5	15927980	15928578	0.00020603	-0.284899	5	2.1e-07	1.535e-07	0.63453	0.91943
chr5	16179764	16180311	0.0060414	0.127247	11	1.5659e-05	3.2383e-05	0.17167	0.044424
chr5	35617585	35618282	1.2818e-05	-0.135828	12	5.5648e-12	3.6452e-09	0.10417	0.24
chr5	43017249	43018528	0.013298	0.164495	8	4.5047e-05	8.7509e-05	0.36916	0.20467
chr5	43037021	43037565	0.0039841	0.249064	6	5.657e-06	1.2852e-05	0.72793	0.47887
chr5	51377896	51378370	0.0072986	0.267158	5	0.00011741	4.2766e-05	0.50565	0.23849
chr5	51383079	51383316	0.0039841	0.124149	6	6.5057e-06	1.2788e-05	0.18728	0.063134
chr5	51399015	51399504	0.035042	0.198337	5	1.2124e-05	0.00042711	0.33393	0.1356
chr5	55220544	55221052	0.00014178	0.296615	7	1.2644e-06	9.0339e-08	0.49191	0.19529
chr5	55222308	55223859	5.7292e-05	0.261225	11	1.1381e-10	2.5305e-08	0.57607	0.31484
chr5	73230405	73231138	0.016444	0.294393	5	2.7888e-06	0.00013385	0.57248	0.27809
chr5	73299798	73300132	0.0015446	0.294747	5	1.1714e-06	2.5633e-06	0.4524	0.15765
chr5	73300874	73301490	0.010279	0.234312	8	1.2362e-06	6.1613e-05	0.44267	0.20835
chr5	77957720	77958167	1.7663e-05	0.300083	5	1.5036e-09	5.4682e-09	0.57067	0.27059
chr5	79069824	79070254	0.038003	0.21376	6	1.1284e-05	0.00048648	0.5586	0.34484
chr5	79689602	79689770	0.0050569	0.137901	9	0.025663	2.6685e-05	0.57928	0.44138
chr5	88678082	88678731	0.00017489	0.303076	10	1.0998e-10	1.2088e-07	0.4543	0.15123
chr5	88685065	88685633	0.04409	0.226285	6	1.2077e-05	0.00058043	0.34379	0.1175
chr5	112737651	112738347	6.9491e-11	0.39211	16	4.2966e-14	1.2508e-15	0.54514	0.15303
chr5	115816629	115817089	5.5138e-08	0.325404	9	6.4948e-14	3.7712e-12	0.40964	0.08424
chr5	115961791	115962383	0.044318	0.178024	6	6.9787e-05	0.0005839	0.41905	0.24102
chr5	128536234	128536637	0.00033675	0.19449	5	9.0175e-08	3.1757e-07	0.88467	0.69018
chr5	135027277	135028284	8.6065e-08	0.315487	9	5.8731e-14	6.8161e-12	0.53423	0.21874
chr5	135030472	135031705	0.0012894	0.238152	8	1.5134e-09	1.852e-06	0.4505	0.21235
chr5	136080259	136080925	0.0043068	-0.175075	12	0.0010561	2.1302e-05	0.32753	0.5026
chr5	140855850	140856023	0.00057992	0.297975	5	4.222e-08	6.3035e-07	0.57638	0.2784
chr5	140882068	140882226	0.00081538	0.294882	6	3.9561e-07	1.0361e-06	0.51776	0.22287
chr5	141100634	141101684	0.0032539	0.198703	9	3.9869e-08	6.6885e-06	0.72023	0.52152
chr5	141303900	141304206	0.0039841	0.157974	7	4.0109e-07	1.1395e-05	0.82251	0.66454
chr5	141355081	141355461	0.0071349	0.177216	5	9.2421e-05	4.1609e-05	0.41716	0.23994
chr5	141364241	141364883	0.013283	0.20726	7	1.5017e-05	8.5192e-05	0.52697	0.31971
chr5	141370168	141370594	0.0032636	0.249352	6	3.4454e-06	6.7202e-06	0.45411	0.20476
chr5	141412944	141413352	0.0087928	0.202086	7	9.7609e-06	5.2227e-05	0.38735	0.18526
chr5	141430484	141432076	2.9167e-07	0.273192	17	4.452e-14	3.4649e-11	0.51477	0.24158
chr5	146378816	146379319	0.0039841	0.145567	6	0.00048461	9.8543e-06	0.59251	0.44694
chr5	150166524	150166804	0.011225	-0.172904	5	0.00057316	6.8153e-05	0.65093	0.82384
chr5	154850581	154850879	0.0044747	0.256937	5	4.3165e-07	2.2747e-05	0.42711	0.17017
chr5	170105682	170106369	0.0003998	-0.163244	10	2.0358e-06	4.0298e-07	0.47324	0.63648
chr5	171308750	171309569	0.00033627	0.242244	11	4.2662e-09	3.1044e-07	0.38263	0.14039
chr5	172748318	172748853	0.016444	0.257643	5	1.2918e-06	0.00014434	0.72201	0.46437
chr5	178940826	178941620	0.00069498	0.186001	10	4.5824e-08	8.1006e-07	0.31935	0.13335
chr5	178995070	178995415	0.0018758	0.2196	6	1.4376e-06	3.4579e-06	0.33263	0.11303
chr5	179559130	179559906	0.00042815	0.212176	9	7.9929e-10	4.331e-07	0.33081	0.11864
chr5	180216370	180216825	0.0072221	-0.204735	5	1.4475e-05	4.2199e-05	0.70384	0.90857
chr6	1624485	1625340	0.0019872	0.318655	6	1.3348e-06	3.6912e-06	0.40674	0.08809
chr6	1635343	1635613	9.3056e-05	0.228597	6	5.2249e-09	5.2258e-08	0.83442	0.60582
chr6	10382505	10382932	0.00010984	0.360298	6	6.812e-09	6.6474e-08	0.49743	0.13714
chr6	10384893	10385928	8.0768e-07	0.354356	9	4.825e-13	1.2212e-10	0.50565	0.15129
chr6	10389806	10391180	1.2337e-07	0.376685	9	5.3957e-13	1.2879e-11	0.54697	0.17029
chr6	10420463	10420837	0.012914	0.206455	5	5.2213e-05	8.103e-05	0.43611	0.22965
chr6	10421139	10422404	5.4631e-07	0.281594	9	1.8463e-11	7.3153e-11	0.42911	0.14752
chr6	10555575	10556291	0.035042	0.167255	5	0.00016074	0.00042551	0.61077	0.44352
chr6	10881549	10882104	0.00010778	0.300414	11	4.9365e-11	6.3208e-08	0.44908	0.14867
chr6	13273919	13274123	9.1354e-06	-0.398095	5	1.9112e-09	2.302e-09	0.27401	0.67211
chr6	26043592	26044233	0.021095	0.231105	7	5.629e-06	0.00024209	0.2764	0.045298
chr6	26183280	26183810	3.1118e-08	0.348826	9	4.341e-14	1.9043e-12	0.4329	0.084075
chr6	26240291	26240712	0.001362	0.339042	6	6.812e-09	1.969e-06	0.43344	0.094401
chr6	26271359	26271600	5.7292e-05	0.292294	5	6.9657e-09	2.5347e-08	0.37432	0.08203
chr6	27290687	27291459	0.010016	0.222009	10	1.3365e-07	5.9922e-05	0.49468	0.27267
chr6	27557934	27558478	0.0039841	0.253271	5	5.2213e-05	1.1694e-05	0.38868	0.13541
chr6	27679934	27680827	9.1354e-06	0.346199	9	9.9443e-13	2.2281e-09	0.50887	0.16267
chr6	27873179	27874321	0.00051632	0.121546	14	1.0986e-05	5.305e-07	0.28078	0.15924
chr6	28091011	28091431	5.4631e-07	0.254564	8	2.5103e-12	7.4731e-11	0.65245	0.39788
chr6	28207505	28208453	0.02517	0.189523	10	1.1264e-05	0.00029557	0.32813	0.13861
chr6	28259290	28259350	0.00014291	0.349881	6	2.5516e-09	9.1575e-08	0.54847	0.19859
chr6	28510180	28510803	0.019364	-0.145133	7	6.2908e-06	0.0002193	0.71518	0.86031
chr6	28513883	28514891	0.016444	-0.152436	8	3.3571e-06	0.00014096	0.70837	0.8608
chr6	28526277	28527087	0.0013682	-0.206821	6	4.6192e-07	1.9849e-06	0.68935	0.89617
chr6	28589988	28590294	0.03895	0.201158	9	3.5384e-05	0.00050037	0.51701	0.31585
chr6	28616194	28616688	3.93e-05	0.183349	15	5.2736e-14	1.4855e-08	0.60755	0.4242
chr6	28977405	28977565	0.0015437	0.269997	5	3.1767e-07	2.5472e-06	0.58993	0.31994
chr6	29426877	29428174	0.021525	-0.207551	11	0.00012557	0.00024804	0.64769	0.85524
chr6	29440057	29440520	0.0039976	-0.186795	7	8.2866e-06	1.7731e-05	0.61052	0.79731
chr6	29555815	29556341	0.0069166	-0.175336	8	2.1984e-06	3.9813e-05	0.68084	0.85617
chr6	29680623	29681308	0.0016753	0.210948	13	9.316e-10	2.9036e-06	0.80867	0.59772
chr6	29975432	29975901	0.0001854	0.294376	10	2.9587e-10	1.3148e-07	0.40658	0.1122
chr6	30071353	30071604	0.00084325	0.26647	8	2.9521e-11	1.0776e-06	0.58677	0.3203
chr6	30071626	30072025	0.016444	0.130108	11	3.8724e-06	0.00011794	0.67282	0.54271
chr6	30127203	30128026	1.044e-07	0.253634	26	4.1633e-14	1.0523e-11	0.5361	0.28247
chr6	30162332	30164939	8.6485e-10	-0.215374	36	4.4742e-14	2.1793e-14	0.58259	0.79797
chr6	30171644	30172455	0.00011932	0.182215	20	1.4717e-11	7.5169e-08	0.31092	0.12871
chr6	30882628	30883293	0.027019	-0.125889	10	1.1627e-05	0.00031766	0.38346	0.50935
chr6	31120411	31120658	0.033485	-0.163518	5	6.6834e-05	0.00039874	0.58585	0.74937
chr6	31180555	31180890	4.6387e-09	0.1884	15	4.7851e-14	1.6699e-13	0.7114	0.523
chr6	31571762	31572974	0.0017088	-0.142729	21	6.0464e-09	3.0142e-06	0.6824	0.82513
chr6	31575392	31575910	0.0042472	-0.160674	12	2.1847e-09	2.0839e-05	0.37933	0.54
chr6	31728446	31728953	7.9426e-07	0.203585	17	5.0626e-14	1.1723e-10	0.80421	0.60062
chr6	31766370	31766804	0.000348	0.219257	10	1.9817e-11	3.4504e-07	0.67446	0.4552
chr6	31775992	31776622	0.0012208	-0.177159	14	2.9055e-08	1.7447e-06	0.64622	0.82338
chr6	31776747	31777055	0.0040037	-0.106941	8	1.653e-07	1.7864e-05	0.19568	0.30262
chr6	31779018	31779056	0.016444	-0.175052	5	0.00012707	0.00014872	0.74144	0.91649
chr6	31792852	31793049	0.0068941	-0.139059	5	3.1559e-05	3.9609e-05	0.61477	0.75383
chr6	31794576	31794874	0.0039841	-0.131938	8	1.4999e-06	1.1014e-05	0.18061	0.31255
chr6	31970967	31971309	0.013911	-0.191928	12	1.6781e-08	9.5369e-05	0.59753	0.78946
chr6	32048459	32048650	0.021217	-0.137859	7	4.4695e-05	0.00024364	0.30593	0.44379
chr6	32068755	32069877	0.00059823	-0.14993	22	9.3455e-12	6.7669e-07	0.72524	0.87517
chr6	32086664	32087292	0.0039841	-0.224665	10	9.6671e-10	1.0335e-05	0.44629	0.67096
chr6	32095662	32096125	7.6536e-06	-0.272558	13	6.1173e-14	1.7358e-09	0.48311	0.75567
chr6	32096369	32097009	5.7292e-05	-0.134847	26	5.5174e-11	2.5891e-08	0.31475	0.4496
chr6	32148761	32149949	0.0043449	0.179647	27	5.591e-08	2.1732e-05	0.58362	0.40398
chr6	32151839	32152168	9.2026e-06	0.344152	8	2.1613e-09	2.3521e-09	0.53336	0.18921
chr6	32166971	32167620	0.00032068	-0.184679	23	6.8843e-10	2.7936e-07	0.69384	0.87852
chr6	32167938	32168027	0.035042	0.112202	5	5.6712e-05	0.00042139	0.8237	0.7115
chr6	32183569	32183955	8.7874e-05	0.149639	7	3.9214e-11	4.8082e-08	0.83738	0.68774
chr6	32196726	32197040	0.035947	0.145247	9	2.807e-06	0.00045162	0.30241	0.15717
chr6	32198100	32198430	0.036556	-0.197931	5	0.00081694	0.00046441	0.6148	0.81273
chr6	32204009	32205095	0.00067755	-0.19553	13	3.697e-09	7.805e-07	0.5765	0.77203
chr6	32219452	32221834	0.0039841	-0.148452	18	7.5102e-09	1.5839e-05	0.5918	0.74025
chr6	32442470	32442683	0.038036	-0.264176	6	4.9149e-06	0.00048717	0.60345	0.86763
chr6	32879750	32880069	7.7122e-05	0.131272	15	1.7662e-10	3.7757e-08	0.7548	0.62353
chr6	33006702	33008355	1.1148e-08	-0.19412	29	4.6851e-14	6.0195e-13	0.6781	0.87222
chr6	33010206	33010999	0.0039841	-0.206384	16	1.8294e-08	1.3002e-05	0.68895	0.89534
chr6	33080309	33080984	6.9491e-11	0.279438	17	4.3965e-14	1.0851e-15	0.68274	0.4033
chr6	33123790	33125026	1.1558e-05	-0.312106	10	1.3799e-10	3.0605e-09	0.59046	0.90256
chr6	33163783	33166549	0.000114	-0.138234	36	1.1258e-13	7.0588e-08	0.57483	0.71306
chr6	33167492	33168735	0.0074814	-0.108351	13	3.1297e-08	4.4141e-05	0.72705	0.83541
chr6	33172619	33173529	0.016444	-0.183053	10	2.2591e-08	0.00012792	0.49607	0.67912
chr6	33193499	33193560	0.018356	0.263183	6	6.1604e-05	0.00019749	0.40951	0.14632
chr6	33900410	33900690	0.032977	-0.155054	7	3.3912e-06	0.00039234	0.70006	0.85511
chr6	33975743	33976153	0.0001854	0.277261	5	2.3058e-06	1.3095e-07	0.51099	0.23373
chr6	34028162	34028427	0.003056	-0.236348	5	2.7888e-06	6.0243e-06	0.59539	0.83174
chr6	34133624	34134009	0.036442	-0.171177	5	0.00014868	0.00046134	0.61942	0.79059
chr6	41560607	41561048	0.013241	0.187907	7	3.0256e-06	8.327e-05	0.54322	0.35532
chr6	50836107	50836462	0.018756	0.210778	6	0.0026888	0.00020836	0.43318	0.2224
chr6	50842719	50843281	0.0073968	0.27572	5	6.1576e-05	4.3563e-05	0.45352	0.1778
chr6	50845628	50846593	0.0091287	0.24689	7	1.4237e-05	5.4321e-05	0.43086	0.18397
chr6	53665705	53665831	2.0883e-05	0.198289	6	4.7383e-11	7.1415e-09	0.73072	0.53243
chr6	75493814	75493960	0.028574	0.18804	6	2.2042e-05	0.00033666	0.48895	0.30091
chr6	77466756	77467131	0.0015908	0.206654	6	8.5825e-06	2.68e-06	0.31899	0.11234
chr6	83524198	83524745	0.0039841	-0.176159	8	3.5172e-06	1.484e-05	0.75179	0.92795
chr6	100447174	100448180	0.00010127	0.332155	8	8.8442e-11	5.8328e-08	0.51702	0.18486
chr6	100448516	100449570	8.4151e-07	0.317821	7	7.8659e-13	1.3026e-10	0.54503	0.22721
chr6	100463364	100464293	1.6286e-09	0.340194	13	4.5075e-14	4.6901e-14	0.53438	0.19419
chr6	100464946	100465375	1.9975e-07	0.338035	6	2.8764e-11	2.1572e-11	0.46819	0.13016
chr6	100466604	100467930	0.00018161	0.271489	10	4.8123e-10	1.2618e-07	0.41991	0.14842
chr6	100469083	100469552	0.00023668	0.344635	6	3.6575e-09	1.7892e-07	0.55501	0.21038
chr6	101398774	101399831	1.0842e-15	0.270814	18	4.2966e-14	7.8059e-21	0.42023	0.14941
chr6	105985917	105986480	0.0015802	0.299908	5	5.8575e-08	2.6565e-06	0.53596	0.23605
chr6	105993566	105993744	0.0030281	0.242888	5	4.3165e-07	5.8645e-06	0.68306	0.44017
chr6	108164633	108166303	0.025156	0.188789	15	0.00012517	0.0002953	0.31194	0.12315
chr6	108171067	108171566	0.00080973	0.308027	6	2.4934e-08	1.026e-06	0.56681	0.25878
chr6	110476273	110476820	3.8318e-06	0.373163	5	1.5036e-09	7.7246e-10	0.46814	0.094978
chr6	111567243	111567481	5.7292e-05	0.323856	5	3.0745e-09	2.5927e-08	0.55104	0.22719
chr6	112053983	112054131	0.016444	-0.189652	5	4.8054e-05	0.00014858	0.56873	0.75838
chr6	117481238	117481624	0.00445	0.227465	5	3.6996e-06	2.2512e-05	0.63209	0.40463
chr6	133889529	133890080	0.0070873	0.235138	5	7.1432e-07	4.1207e-05	0.41111	0.17597
chr6	134170005	134170394	0.003041	0.175608	5	6.5282e-08	5.9388e-06	0.86828	0.69268
chr6	138545728	138545989	0.00011743	0.267403	7	9.2355e-12	7.3133e-08	0.71884	0.45143
chr6	142088065	142089099	0.009802	0.143672	14	9.422e-05	5.8539e-05	0.3209	0.17723
chr6	146543142	146543255	0.0030281	-0.17002	5	3.8986e-07	5.8354e-06	0.27171	0.44173
chr6	149484859	149485597	0.00027374	-0.22822	10	2.0773e-11	2.1187e-07	0.19889	0.42711
chr6	163240170	163240743	0.0032156	-0.182715	6	1.4376e-06	6.5291e-06	0.75445	0.93716
chr6	165726417	165727219	0.0039841	-0.162647	8	3.0688e-07	1.3972e-05	0.77802	0.94067
chr6	166849537	166849967	0.0013252	-0.198129	6	9.6735e-09	1.9082e-06	0.71738	0.91551
chr6	167093959	167094739	0.019034	-0.14649	10	3.0992e-08	0.00021454	0.41145	0.55794
chr6	167122568	167122697	0.0072986	-0.186032	5	3.0654e-06	4.2808e-05	0.58503	0.77106
chr6	167678092	167678748	0.018464	-0.102806	6	0.00048461	0.00020279	0.22896	0.33176
chr6	167976772	167977065	0.00018305	-0.235532	6	6.2816e-07	1.2849e-07	0.73418	0.96972
chr6	167987605	167987979	0.0072221	-0.222763	5	9.6218e-07	4.2221e-05	0.70921	0.93197
chr6	168456862	168457640	0.036318	-0.220146	5	0.00034382	0.0004589	0.63171	0.85185
chr7	181842	182370	0.0039841	-0.214754	5	5.2538e-08	1.1817e-05	0.69853	0.91328
chr7	572821	573586	0.016444	-0.233713	6	2.3542e-05	0.00012199	0.66784	0.90155
chr7	920122	920892	0.040289	-0.246058	8	4.8926e-05	0.00052624	0.62962	0.87568
chr7	1077782	1078281	0.013764	0.153845	6	4.5798e-06	9.3794e-05	0.86178	0.70794
chr7	1311903	1312367	0.0039841	-0.226452	8	5.3279e-06	1.1884e-05	0.67439	0.90084
chr7	1330467	1331092	0.0039841	-0.247742	5	1.9036e-06	1.125e-05	0.63399	0.88173
chr7	1542952	1543494	0.036559	-0.15881	5	0.0010062	0.00046457	0.72174	0.88055
chr7	1556414	1556625	0.035042	-0.214196	5	1.4475e-05	0.00041958	0.23106	0.44526
chr7	1567510	1568233	0.0039841	-0.267341	7	1.6615e-08	1.0844e-05	0.53402	0.80136
chr7	1620678	1621260	0.016444	-0.252735	5	1.4475e-05	0.0001453	0.65922	0.91196
chr7	1694340	1694690	0.012201	-0.158729	5	2.7888e-06	7.6248e-05	0.43421	0.59294
chr7	1708445	1709215	0.0017073	-0.214513	11	6.3312e-09	2.9887e-06	0.61193	0.82645
chr7	1753142	1753605	0.00034129	-0.318509	8	2.1613e-09	3.2929e-07	0.40477	0.72328
chr7	2517328	2518082	0.014427	-0.102916	9	3.185e-07	9.9354e-05	0.65348	0.75639
chr7	2607148	2607781	0.016444	0.119695	5	7.2514e-05	0.00014354	0.72065	0.60096
chr7	4171351	4172376	0.031547	-0.131234	8	0.003775	0.00037363	0.77797	0.9092
chr7	4203137	4204103	0.020511	-0.196447	8	1.9991e-06	0.00023472	0.69382	0.89027
chr7	4711980	4712540	1.4857e-05	-0.354938	7	2.728e-10	4.2786e-09	0.48611	0.84105
chr7	4747137	4747356	0.016444	0.216696	5	2.5363e-06	0.00014336	0.8953	0.6786
chr7	8442364	8443248	0.013415	0.178556	7	1.6703e-05	9.013e-05	0.32294	0.14439
chr7	19118190	19119332	0.00072521	0.200794	19	7.8509e-09	8.9283e-07	0.33463	0.13384
chr7	19145327	19145785	0.046046	0.259137	7	8.2866e-06	0.00060783	0.36409	0.10495
chr7	19772704	19773677	0.016498	0.215414	13	3.4063e-06	0.0001502	0.32685	0.11143
chr7	20779105	20779309	0.0029724	0.281966	5	2.3302e-07	5.6516e-06	0.56265	0.28068
chr7	24283509	24284321	0.0083529	0.216635	10	0.00033735	4.9494e-05	0.29794	0.081305
chr7	27101178	27101770	0.00010984	0.258979	6	6.2816e-07	6.6823e-08	0.64733	0.38835
chr7	27102581	27104188	0.0039598	0.133541	26	5.2868e-08	8.7951e-06	0.39625	0.26271
chr7	27106353	27106827	3.6409e-05	0.331767	5	1.6955e-09	1.3396e-08	0.7141	0.38233
chr7	27128990	27129590	0.0065299	0.189437	6	6.5057e-06	3.6608e-05	0.6768	0.48737
chr7	27130121	27131433	0.0014277	0.10873	18	7.0665e-06	2.0997e-06	0.40813	0.2994
chr7	27131535	27131910	0.0039841	0.176749	6	3.4454e-06	1.1462e-05	0.73218	0.55543
chr7	27139242	27139814	0.00034129	0.304574	5	8.7702e-09	3.3127e-07	0.70857	0.40399
chr7	27143514	27145894	4.0557000000000004e-19	0.219473	50	4.5186e-14	1.4599999999999999e-24	0.58123	0.36176
chr7	27157620	27158811	0.0012869	0.199369	11	1.66e-07	1.8439e-06	0.59676	0.39739
chr7	27165044	27166040	0.0039841	0.224585	16	2.0657e-09	1.1244e-05	0.35125	0.12667
chr7	27169266	27170210	1.2188e-05	0.256727	14	1.2064e-12	3.3456e-09	0.42586	0.16913
chr7	27173991	27174765	0.048755	0.157432	11	0.00013506	0.00064501	0.30436	0.14692
chr7	27185504	27186711	1.2085e-13	0.310352	22	4.4409e-14	1.3052e-18	0.504	0.19365
chr7	27193218	27193862	0.0018758	0.347922	6	8.5134e-07	3.464e-06	0.5594	0.21148
chr7	27225385	27225904	3.9089e-06	0.351154	5	1.6955e-09	8.0208e-10	0.54479	0.19364
chr7	27241295	27242826	5.1687e-09	0.28495	22	4.0856e-14	2.0467e-13	0.50862	0.22367
chr7	29566192	29566734	0.022134	0.202707	5	3.4353e-05	0.00025577	0.35152	0.14881
chr7	30911766	30912095	0.0017382	0.196949	7	9.9691e-07	3.0722e-06	0.41565	0.2187
chr7	39609625	39609845	0.00020097	0.414156	5	3.4594e-09	1.4501e-07	0.52269	0.10853
chr7	47655097	47655260	0.012242	-0.106582	5	2.6607e-05	7.6592e-05	0.7712	0.87778
chr7	53035521	53035884	0.016444	-0.165964	6	1.4376e-06	0.00012364	0.77335	0.93931
chr7	57179912	57180312	0.016444	-0.240413	5	8.4697e-06	0.00014869	0.65096	0.89137
chr7	74480400	74480949	0.0043088	0.206917	6	3.4785e-05	2.1335e-05	0.43843	0.23151
chr7	79454092	79454812	3.9324e-05	0.261152	14	8.0369e-13	1.5019e-08	0.40682	0.14566
chr7	87600236	87601029	0.016839	0.134974	8	9.7346e-05	0.00015918	0.22153	0.086553
chr7	96996643	96997879	0.0085746	0.18235	7	1.8568e-05	5.0839e-05	0.32588	0.14353
chr7	97001777	97002591	0.0065164	0.275485	5	1.883e-05	3.6454e-05	0.60903	0.33355
chr7	97002982	97004415	0.00069861	0.216299	9	4.7923e-10	8.3242e-07	0.44864	0.23234
chr7	97017709	97018172	0.029785	0.236621	6	7.4755e-06	0.00035201	0.44221	0.20559
chr7	97020644	97021357	0.00024643	0.331167	8	1.0046e-10	1.8984e-07	0.55728	0.22611
chr7	97022603	97023170	0.0019922	0.271214	9	1.247e-08	3.7077e-06	0.44399	0.17278
chr7	97025470	97025794	0.0036467	0.249253	7	1.123e-06	8.0472e-06	0.43702	0.18776
chr7	97026132	97026670	0.003992	0.233375	6	1.2923e-05	1.7284e-05	0.4806	0.24722
chr7	100477681	100477884	0.036448	0.267783	5	0.00010013	0.00046172	0.31011	0.042329
chr7	117479328	117479584	0.0067782	0.326593	6	3.7006e-06	3.8431e-05	0.44831	0.12172
chr7	128032099	128032606	0.027985	0.198382	7	3.1273e-05	0.00032952	0.23422	0.035841
chr7	128240879	128241292	0.0039841	0.202905	6	2.2042e-05	1.2591e-05	0.47714	0.27423
chr7	129169259	129169602	0.0073975	0.262395	5	4.4586e-06	4.3593e-05	0.38293	0.12053
chr7	129785490	129786093	0.0008209	0.23701	6	3.207e-06	1.0461e-06	0.33302	0.096014
chr7	130485670	130485971	0.00051632	-0.254664	6	1.5337e-07	5.3158e-07	0.58517	0.83983
chr7	130490105	130490641	0.0078016	0.151206	11	1.3224e-07	4.6143e-05	0.82598	0.67478
chr7	130492358	130492613	0.032405	0.139933	11	1.829e-07	0.00038449	0.61737	0.47744
chr7	135748605	135749043	0.016924	-0.134125	8	0.00053201	0.00016121	0.50723	0.64136
chr7	142939026	142939422	0.021768	-0.189404	5	3.0654e-06	0.00025106	0.69338	0.88278
chr7	150322866	150323048	0.016444	-0.112417	5	2.7888e-06	0.00013414	0.2847	0.39712
chr7	151187342	151188568	0.0086528	-0.15683	12	3.5584e-07	5.1333e-05	0.52666	0.68349
chr7	153887331	153887789	0.00056488	0.245052	7	4.5564e-08	5.9662e-07	0.3498	0.10475
chr7	155493965	155494679	0.035042	-0.167975	5	7.7362e-06	0.00042063	0.70503	0.873
chr7	157003073	157003452	0.0044685	0.242154	5	1.4475e-05	2.2697e-05	0.40115	0.159
chr7	157004273	157004697	0.007398	0.247635	5	1.4241e-06	4.3622e-05	0.46363	0.216
chr7	157017813	157018729	0.00034129	0.24185	7	4.1296e-09	3.3173e-07	0.40364	0.16179
chr7	157020112	157020909	6.212e-05	0.269716	8	1.5307e-11	2.9813e-08	0.45463	0.18491
chr7	157527394	157527969	0.003712	-0.293912	7	2.2696e-06	8.2046e-06	0.51551	0.80942
chr7	157539682	157540317	0.035042	-0.322875	5	1.7287e-06	0.00042643	0.6243	0.94717
chr7	157540711	157541469	0.029739	-0.254003	6	2.8643e-05	0.00035134	0.58448	0.83848
chr7	157552396	157553134	0.0039841	-0.335462	7	2.2696e-06	1.1414e-05	0.50071	0.83617
chr7	157560284	157560498	0.012925	-0.30697	5	8.5272e-05	8.1144e-05	0.62373	0.9307
chr7	157574241	157574468	0.00020355	-0.385838	5	9.8355e-09	1.4801e-07	0.45375	0.83958
chr7	157609571	157609982	0.00010778	-0.325525	5	1.55e-08	6.3243e-08	0.59378	0.9193
chr7	157619936	157620596	0.018921	-0.282924	7	8.3295e-07	0.00021183	0.55844	0.84137
chr7	157658551	157659215	0.029398	-0.288093	6	8.0107e-06	0.0003468	0.52311	0.8112
chr7	157675191	157675752	0.010031	-0.238452	6	9.1932e-06	6.0089e-05	0.56181	0.80026
chr7	157700753	157701332	0.0063134	-0.236315	6	6.1604e-05	3.5e-05	0.47664	0.71295
chr7	157775203	157775701	0.00031862	-0.279357	6	2.4934e-08	2.7239e-07	0.61497	0.89432
chr7	157898485	157898993	0.0039841	-0.288669	5	5.3654e-06	1.1759e-05	0.52213	0.8108
chr7	157917157	157917863	0.011545	-0.319208	6	8.5134e-07	7.1967e-05	0.59333	0.91254
chr7	158140229	158140663	0.00061271	-0.326672	5	4.3165e-07	7.0082e-07	0.59313	0.91981
chr7	158189157	158189898	0.003992	-0.235571	7	2.1497e-07	1.7532e-05	0.61133	0.8469
chr8	578084	578474	0.016444	-0.168817	5	0.00025475	0.00013816	0.73064	0.89946
chr8	836658	837147	0.00098769	-0.267077	5	1.7351e-08	1.2835e-06	0.65367	0.92074
chr8	904690	905043	0.0073968	-0.234505	5	1.2415e-07	4.3548e-05	0.6481	0.8826
chr8	1416261	1416524	0.0010727	-0.304487	5	9.6218e-07	1.4738e-06	0.58965	0.89414
chr8	1546859	1547167	0.0016571	-0.308619	5	1.2918e-06	2.8334e-06	0.53657	0.84519
chr8	1640193	1641200	0.046651	-0.189314	7	0.00013165	0.00061632	0.70071	0.89002
chr8	10611800	10612287	0.012581	-0.16298	5	4.7775e-07	7.8761e-05	0.7577	0.92068
chr8	10729280	10729546	0.00061449	0.219296	5	1.0035e-07	7.0565e-07	0.49797	0.27867
chr8	19602586	19602733	3.5426e-05	0.383566	5	1.6955e-09	1.288e-08	0.79732	0.41375
chr8	23706346	23706782	4.0323e-07	0.301477	9	2.2315e-13	5.0805e-11	0.37303	0.071555
chr8	26864979	26865449	0.022886	0.206432	5	9.2693e-06	0.00026504	0.43163	0.2252
chr8	39107495	39107734	0.0039841	0.286392	5	4.0659e-05	1.1343e-05	0.43311	0.14672
chr8	39314503	39314602	0.0039841	0.327019	5	1.5337e-07	1.177e-05	0.62725	0.30023
chr8	43292296	43292460	0.00056567	-0.260063	5	5.3654e-06	6.0072e-07	0.65094	0.911
chr8	57278827	57279507	0.019994	-0.16416	8	3.204e-06	0.00022765	0.74728	0.91144
chr8	64378730	64379942	0.00014362	0.22092	14	6.9161e-10	9.2545e-08	0.38673	0.16581
chr8	64585883	64586813	0.003847	0.226566	8	3.0925e-05	8.5168e-06	0.49303	0.26646
chr8	66432318	66432772	4.2244e-05	0.373732	9	3.0284e-11	1.6728e-08	0.4342	0.060472
chr8	70034656	70035206	0.00061271	0.265885	5	1.5807e-05	6.9923e-07	0.36347	0.097586
chr8	70070632	70071526	0.013605	0.211272	10	1.86e-05	9.222e-05	0.34469	0.13342
